game_id,date,park,inning,half,outs,play_seq,target_base,runner_id,runner_bats,pitcher_id,pitcher_throws,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success,double_steal
ANA202107060,2021/07/06,ANA01,7,1,0,60,2,walsj001,L,workb001,R,wongc001,gossp001,00,5,2,3,walsj001,,,0,0
ANA202107160,2021/07/16,ANA01,7,0,0,53,2,moord002,R,claua001,L,stasm001,longs001,00,4,1,3,moord002,,,0,0
ANA202107170,2021/07/17,ANA01,6,1,0,55,2,lagaj001,R,swane001,R,ralec001,mayfj001,02,7,1,6,lagaj001,,,1,0
ANA202107180,2021/07/18,ANA01,3,1,1,22,2,iglej001,R,gilbl002,R,murpt002,mayfj001,01,0,2,-2,iglej001,,,1,0
ANA202107260,2021/07/26,ANA01,1,1,1,9,2,ohtas001,L,marqg001,R,nuned001,walsj001,10,1,0,1,ohtas001,,,1,0
ANA202107270,2021/07/27,ANA01,1,0,2,7,2,cronc002,R,suarj001,L,suzuk001,mcmar001,11,2,0,2,cronc002,,,1,0
ANA202107270,2021/07/27,ANA01,4,0,0,34,2,hampg001,R,suarj001,L,suzuk001,tapir001,02,5,0,5,hampg001,,,1,0
ANA202107280,2021/07/28,ANA01,1,0,1,3,3,tapir001,L,heana001,L,stasm001,stort001,01,0,0,0,,tapir001,,1,0
ANA202107280,2021/07/28,ANA01,4,1,2,46,2,iglej001,R,tinoj001,R,diaze005,stasm001,00,6,3,3,iglej001,,,0,0
ANA202107290,2021/07/29,ANA01,5,0,1,41,3,canhm001,R,quinj001,L,stasm001,olsom001,32,3,0,3,marts002,canhm001,,1,1
ANA202107290,2021/07/29,ANA01,5,0,1,41,2,marts002,R,quinj001,L,stasm001,olsom001,32,3,0,3,marts002,canhm001,,1,1
ANA202107290,2021/07/29,ANA01,5,1,2,46,2,ohtas001,L,montf001,R,murps001,gossp001,10,0,3,-3,ohtas001,,,1,0
ANA202107300,2021/07/30,ANA01,6,1,0,50,2,ohtas001,L,bassc001,R,murps001,gossp001,10,0,1,-1,ohtas001,,,0,0
ANA202108010,2021/08/01,ANA01,1,0,1,3,2,marts002,R,detmr001,L,stasm001,olsom001,21,0,0,0,marts002,,,1,0
ANA202108010,2021/08/01,ANA01,1,0,1,4,3,marts002,R,detmr001,L,stasm001,olsom001,32,0,0,0,,marts002,,1,0
ANA202108010,2021/08/01,ANA01,6,0,2,53,2,marts002,R,selms001,L,stasm001,olsom001,11,6,3,3,marts002,,canhm001,1,0
ANA202108101,2021/08/10,ANA01,1,1,0,3,3,fletd002,R,matzs001,L,mcgur002,gossp001,10,0,0,0,ohtas001,fletd002,,1,0
ANA202108101,2021/08/10,ANA01,1,0,2,9,2,semim001,R,rodrc002,R,stasm001,bichb001,00,0,0,0,semim001,,,1,0
ANA202108101,2021/08/10,ANA01,3,1,2,26,2,uptoj001,R,matzs001,L,mcgur002,adelj001,12,2,0,2,uptoj001,,,1,0
ANA202108101,2021/08/10,ANA01,6,1,2,62,2,ohtas001,L,dolir001,R,mcgur002,gossp001,11,4,3,1,ohtas001,,lagaj001,1,0
ANA202108102,2021/08/10,ANA01,2,1,1,16,2,marsb002,L,strir001,R,kirka001,lagaj001,21,0,2,-2,marsb002,,,1,0
ANA202108120,2021/08/12,ANA01,5,1,1,48,2,adelj001,R,thort002,R,mcgur002,marsb002,10,6,2,4,adelj001,,,0,0
ANA202108120,2021/08/12,ANA01,6,1,2,60,2,gossp001,R,sneak001,L,mcgur002,uptoj001,02,6,2,4,gossp001,walsj001,,0,0
ANA202108140,2021/08/14,ANA01,1,1,0,6,2,fletd002,R,garcl007,R,castj006,walsj001,10,1,0,1,fletd002,,,1,0
ANA202108140,2021/08/14,ANA01,2,1,0,15,2,marsb002,L,garcl007,R,castj006,adelj001,02,2,0,2,marsb002,,,1,0
ANA202108140,2021/08/14,ANA01,3,1,1,29,2,ohtas001,L,garcl007,R,castj006,walsj001,00,2,3,-1,ohtas001,,,1,0
ANA202108140,2021/08/14,ANA01,4,0,0,35,2,mccoc001,R,selms001,L,stasm001,castj006,11,3,2,1,mccoc001,,,0,0
ANA202108280,2021/08/28,ANA01,5,1,1,50,2,ohtas001,L,adama002,R,nolaa002,gossp001,01,5,2,3,ohtas001,,,1,0
ANA202108310,2021/08/31,ANA01,4,1,0,26,2,fletd002,R,tailj001,R,sancg002,ohtas001,10,0,1,-1,fletd002,,,1,0
ANA202108310,2021/08/31,ANA01,4,1,1,29,3,fletd002,R,tailj001,R,sancg002,walsj001,01,0,1,-1,ohtas001,fletd002,,1,1
ANA202108310,2021/08/31,ANA01,4,1,1,29,2,ohtas001,L,tailj001,R,sancg002,walsj001,01,0,1,-1,ohtas001,fletd002,,1,1
ANA202108310,2021/08/31,ANA01,5,0,1,37,2,gardb001,L,hergj001,R,stasm001,lemad001,10,2,3,-1,gardb001,,,1,0
ANA202108310,2021/08/31,ANA01,5,1,2,47,2,gossp001,R,rodrj004,L,sancg002,walsj001,11,5,2,3,gossp001,,ohtas001,1,1
ANA202108310,2021/08/31,ANA01,5,1,2,47,H,ohtas001,L,rodrj004,L,sancg002,walsj001,11,5,2,3,gossp001,,ohtas001,1,1
ANA202109010,2021/09/01,ANA01,7,0,1,54,2,lemad001,R,cishs001,R,stasm001,rizza001,32,3,1,2,lemad001,,,0,0
ANA202109030,2021/09/03,ANA01,1,1,1,8,3,fletd002,R,ottog001,R,heimj001,gossp001,10,0,0,0,,fletd002,,1,0
ANA202109030,2021/09/03,ANA01,1,1,1,10,2,gossp001,R,ottog001,R,heimj001,walsj001,12,1,0,1,gossp001,,,1,0
ANA202109040,2021/09/04,ANA01,5,1,2,36,2,adelj001,R,allak001,L,trevj001,lagaj001,10,1,0,1,adelj001,,,1,0
ANA202109040,2021/09/04,ANA01,8,1,1,61,2,ohtas001,L,patts002,R,trevj001,gossp001,00,4,0,4,ohtas001,,,0,0
ANA202109050,2021/09/05,ANA01,4,0,2,33,2,herny003,B,hergj001,R,stasm001,tavel001,11,5,0,5,herny003,,,1,0
ANA202109050,2021/09/05,ANA01,6,0,0,51,2,herny003,B,petrj001,R,stasm001,tavel001,01,6,1,5,herny003,,,1,0
ANA202109050,2021/09/05,ANA01,8,1,2,78,2,ohtas001,L,sborj002,R,heimj001,adelj001,20,3,7,-4,ohtas001,,,1,0
ANA202109170,2021/09/17,ANA01,6,0,2,62,2,chapm001,R,martj010,R,suzuk001,gomey001,12,5,4,1,chapm001,,,0,0
ANA202109180,2021/09/18,ANA01,6,0,1,41,2,pindc001,R,suarj001,L,stasm001,davik003,12,3,0,3,pindc001,,,1,0
ANA202109200,2021/09/20,ANA01,6,0,1,46,2,mccoc001,R,hergj001,R,suzuk001,maldm001,32,2,0,2,mccoc001,,,1,0
ANA202109220,2021/09/22,ANA01,1,0,1,3,2,altuj001,R,junkj001,R,stasm001,alvay001,00,0,0,0,altuj001,,,1,0
ANA202109220,2021/09/22,ANA01,3,1,2,24,2,,,garcl007,R,castj006,mayfj001,00,0,2,-2,,,,1,0
ANA202109220,2021/09/22,ANA01,4,1,0,31,2,ohtas001,L,garcl007,R,castj006,gossp001,10,0,2,-2,ohtas001,,,0,0
ANA202109230,2021/09/23,ANA01,5,0,2,33,2,meyej002,R,cobba001,R,suzuk001,altuj001,12,0,1,-1,meyej002,,,1,0
ANA202109230,2021/09/23,ANA01,6,0,2,42,2,tuckk001,L,cobba001,R,suzuk001,gurry001,11,0,1,-1,tuckk001,,,1,0
ANA202109230,2021/09/23,ANA01,6,1,2,51,2,ohtas001,L,mccul002,R,maldm001,walsj001,20,1,1,0,ohtas001,,,1,0
ANA202109240,2021/09/24,ANA01,6,1,1,52,2,mayfj001,R,gilbl002,R,murpt002,rojaj002,12,2,4,-2,mayfj001,,,1,0
ANA202109260,2021/09/26,ANA01,8,0,1,64,3,fralj001,L,selms001,L,suzuk001,kelej001,11,5,1,4,,fralj001,,1,0
ARI202104090,2021/04/09,PHO01,6,0,0,49,2,naqut001,L,smitc006,L,kellc002,indij001,10,4,0,4,naqut001,,,1,0
ARI202104100,2021/04/10,PHO01,2,0,0,11,2,senzn001,R,smitr005,R,vogts001,indij001,01,1,0,1,senzn001,,mousm001,0,0
ARI202104100,2021/04/10,PHO01,6,0,2,55,2,senzn001,R,smitr005,R,vogts001,indij001,02,2,6,-4,senzn001,,vottj001,1,0
ARI202104100,2021/04/10,PHO01,6,1,0,59,2,locat001,R,fulmc001,R,barnt001,calhk001,00,6,2,4,locat001,,,1,0
ARI202104120,2021/04/12,PHO01,1,0,1,3,3,canhm001,R,bumgm001,L,vogts001,lowrj001,01,0,0,0,,canhm001,,1,0
ARI202104120,2021/04/12,PHO01,5,0,1,39,3,laurr001,R,bumgm001,L,vogts001,olsom001,00,3,2,1,lowrj001,laurr001,,1,0
ARI202104120,2021/04/12,PHO01,7,0,0,63,2,laurr001,R,smitc006,L,vogts001,lowrj001,32,6,3,3,laurr001,,,1,0
ARI202104130,2021/04/13,PHO01,4,1,0,42,2,locat001,R,guerd001,R,garca006,calhk001,00,5,1,4,locat001,,,1,0
ARI202104130,2021/04/13,PHO01,9,0,1,88,2,laurr001,R,lopey001,R,kellc002,lowrj001,01,6,5,1,laurr001,,,1,0
ARI202104270,2021/04/27,PHO01,6,1,1,46,3,calhk001,L,paddc001,R,carav001,perad001,20,2,1,1,,calhk001,,1,0
ARI202104280,2021/04/28,PHO01,8,0,0,77,2,profj001,B,lopey001,R,kellc002,carav001,20,7,3,4,profj001,,,1,0
ARI202104290,2021/04/29,PHO01,7,1,0,68,2,perad001,L,stepr002,R,nuned001,vogts001,12,5,3,2,perad001,,,1,0
ARI202105010,2021/05/01,PHO01,7,1,2,77,2,smitp002,L,givem001,R,nuned001,cabra002,00,5,7,-2,smitp002,,,1,0
ARI202105020,2021/05/02,PHO01,5,0,0,35,2,tapir001,L,kellm002,R,vogts001,hampg001,00,2,1,1,tapir001,,,1,0
ARI202105020,2021/05/02,PHO01,8,0,2,75,2,tapir001,L,devec001,R,vogts001,hampg001,10,3,4,-1,tapir001,,,1,0
ARI202105020,2021/05/02,PHO01,8,0,2,78,3,hampg001,R,devec001,R,vogts001,mcmar001,10,4,4,0,stort001,hampg001,,1,1
ARI202105020,2021/05/02,PHO01,8,0,2,78,2,stort001,R,devec001,R,vogts001,mcmar001,10,4,4,0,stort001,hampg001,,1,1
ARI202105100,2021/05/10,PHO01,6,1,0,52,2,ahmen001,R,madel001,R,wallc001,varsd001,11,5,0,5,ahmen001,,,1,0
ARI202105110,2021/05/11,PHO01,8,0,2,72,2,duvaa001,R,devec001,R,kellc002,andeb006,22,3,6,-3,duvaa001,,,1,0
ARI202105120,2021/05/12,PHO01,1,1,1,9,2,rojaj001,L,potec001,R,leons001,cabra002,21,0,2,-2,rojaj001,,,1,0
ARI202105130,2021/05/13,PHO01,6,1,2,49,2,cabra002,B,roget003,L,leons001,rojaj001,00,1,2,-1,cabra002,,,1,0
ARI202105150,2021/05/15,PHO01,2,0,2,21,2,roblv001,R,frans001,R,varsd001,turnt001,12,2,3,-1,roblv001,,,1,0
ARI202105160,2021/05/16,PHO01,3,0,2,18,2,roblv001,R,weavl001,R,vogts001,turnt001,11,0,0,0,roblv001,,,1,0
ARI202105160,2021/05/16,PHO01,7,0,1,49,2,schwk001,L,sorij001,R,vogts001,avila001,01,0,0,0,schwk001,,,1,0
ARI202105160,2021/05/16,PHO01,9,0,2,77,2,steva001,L,ginkk001,R,vogts001,roblv001,21,3,0,3,steva001,,,0,0
ARI202105260,2021/05/26,PHO01,9,0,1,86,2,taucm001,L,mantj002,L,kellc002,solad001,02,5,4,1,taucm001,,,0,0
ARI202105270,2021/05/27,PHO01,9,1,2,90,2,leybd001,B,reyea004,R,moliy001,rojaj001,12,4,4,0,leybd001,,,1,0
ARI202105280,2021/05/28,PHO01,1,0,0,2,2,edmat001,B,bumgm001,L,kellc002,carld002,12,0,0,0,edmat001,,,1,0
ARI202105280,2021/05/28,PHO01,9,0,1,94,3,goldp001,R,mantj002,L,kellc002,arenn001,10,7,5,2,,goldp001,,1,0
ARI202105290,2021/05/29,PHO01,2,0,0,11,2,sosae001,R,frans001,R,vogts001,willj006,32,1,0,1,sosae001,,,0,0
ARI202105290,2021/05/29,PHO01,8,0,1,78,3,thoml002,R,mantj002,L,vogts001,edmat001,11,7,4,3,,thoml002,,0,0
ARI202105310,2021/05/31,PHO01,7,0,1,50,2,villj001,B,kellm002,R,kellc002,lindf001,00,3,0,3,villj001,,,1,0
ARI202106010,2021/06/01,PHO01,1,0,1,3,2,villj001,B,smitc006,L,vogts001,alonp001,01,0,0,0,villj001,,,0,0
ARI202106010,2021/06/01,PHO01,9,0,2,82,2,smitd008,L,crics001,R,kellc002,peraj003,10,4,3,1,smitd008,,,1,0
ARI202106180,2021/06/18,PHO01,3,1,2,21,2,rojaj001,L,bauet001,R,smitw003,martk001,00,0,0,0,rojaj001,,,1,0
ARI202106190,2021/06/19,PHO01,4,1,1,34,2,martk001,B,buehw001,R,smitw003,walkc002,02,0,3,-3,martk001,,,1,0
ARI202106200,2021/06/20,PHO01,9,0,1,113,2,taylc001,R,ramin002,R,vogts001,smitw003,02,9,8,1,taylc001,,barna001,1,0
ARI202106210,2021/06/21,PHO01,5,1,2,48,2,ahmen001,R,milnh001,L,narvo001,vogts001,12,5,1,4,ahmen001,,,0,0
ARI202106220,2021/06/22,PHO01,5,1,1,38,2,varsd001,L,peraf001,R,narvo001,ahmen001,21,0,1,-1,varsd001,,,1,0
ARI202106220,2021/06/22,PHO01,6,0,0,44,2,wongk001,L,mantj002,L,varsd001,voged001,10,1,0,1,wongk001,,,0,0
ARI202106220,2021/06/22,PHO01,6,0,2,53,H,adamw002,R,buchr001,L,varsd001,bradj001,12,4,0,4,urial001,,adamw002,0,0
ARI202106230,2021/06/23,PHO01,4,0,0,22,2,taylt002,R,smitc006,L,vogts001,garca003,30,0,0,0,taylt002,,,1,0
ARI202106230,2021/06/23,PHO01,7,0,2,63,2,garca003,R,mantj002,L,vogts001,pinam001,00,3,0,3,garca003,,,0,0
ARI202106230,2021/06/23,PHO01,8,1,1,80,2,smitp002,L,willd004,R,pinam001,vanmj001,10,2,3,-1,smitp002,,,0,0
ARI202107010,2021/07/01,PHO01,7,1,1,61,2,rojaj001,L,garcj006,L,poseb001,smitp002,11,5,3,2,rojaj001,,,1,0
ARI202107020,2021/07/02,PHO01,9,0,2,90,2,crawb001,L,bukaj001,R,vogts001,florw001,01,7,4,3,crawb001,,,1,0
ARI202107030,2021/07/03,PHO01,6,1,2,74,2,rojaj001,L,alvaj003,L,casac001,cabra002,00,5,4,1,rojaj001,,,1,0
ARI202107060,2021/07/06,PHO01,5,0,2,38,2,tapir001,L,kellm002,R,vogts001,dazay001,10,2,3,-1,tapir001,,,1,0
ARI202107070,2021/07/07,PHO01,3,0,1,23,2,stort001,R,casth002,R,varsd001,blacc001,10,0,3,-3,stort001,,,1,0
ARI202107160,2021/07/16,PHO01,2,0,0,8,2,baezj001,R,bumgm001,L,holab001,marij002,00,0,0,0,baezj001,,,1,0
ARI202107160,2021/07/16,PHO01,9,0,2,82,2,orter001,L,bukaj001,R,holab001,contw001,10,5,1,4,orter001,,,0,0
ARI202107170,2021/07/17,PHO01,2,1,2,17,2,varsd001,L,alzoa001,R,contw001,gallz001,10,1,0,1,varsd001,,perad001,1,0
ARI202107170,2021/07/17,PHO01,3,0,1,21,2,contw001,R,gallz001,R,varsd001,rizza001,32,0,1,-1,contw001,,,0,0
ARI202107170,2021/07/17,PHO01,8,0,2,71,2,baezj001,R,ramin002,R,varsd001,bryak001,12,1,2,-1,baezj001,,,1,0
ARI202107180,2021/07/18,PHO01,7,1,2,70,2,varsd001,L,brotr001,L,chirr001,kellm002,00,4,2,2,varsd001,,smitp002,1,0
ARI202107180,2021/07/18,PHO01,8,1,0,76,2,rojaj001,L,brotr001,L,chirr001,calhk001,11,4,2,2,rojaj001,,,1,0
ARI202107190,2021/07/19,PHO01,6,1,2,55,2,smitc006,R,unded001,R,stalj001,rojaj001,11,4,0,4,smitc006,,,1,0
ARI202107210,2021/07/21,PHO01,2,0,1,11,2,polag001,L,bumgm001,L,holab001,newmk001,11,0,0,0,polag001,,,1,0
ARI202107210,2021/07/21,PHO01,3,1,0,25,2,rojaj001,L,kranm001,R,stalj001,calhk001,32,1,1,0,rojaj001,,,1,0
ARI202107210,2021/07/21,PHO01,4,1,0,39,3,ahmen001,R,kranm001,R,stalj001,bumgm001,01,3,3,0,holab001,ahmen001,,1,0
ARI202107210,2021/07/21,PHO01,5,0,1,48,3,reynb001,B,bumgm001,L,holab001,nogoj001,11,3,4,-1,,reynb001,,0,0
ARI202107210,2021/07/21,PHO01,8,1,0,90,2,rojaj001,L,bednd001,R,stalj001,calhk001,00,6,4,2,rojaj001,,,0,0
ARI202107300,2021/07/30,PHO01,4,1,2,36,2,ahmen001,R,gonzv001,L,smitw003,vanmj001,00,2,0,2,ahmen001,,,1,0
ARI202107300,2021/07/30,PHO01,8,0,2,85,2,pujoa001,R,degeb001,R,kellc002,taylc001,02,5,5,0,pujoa001,,polla001,1,0
ARI202107310,2021/07/31,PHO01,2,0,2,16,H,taylc001,R,kellm002,R,kellc002,turnj001,11,2,0,2,muncm001,,taylc001,1,1
ARI202107310,2021/07/31,PHO01,2,0,2,16,2,muncm001,L,kellm002,R,kellc002,turnj001,11,2,0,2,muncm001,,taylc001,1,1
ARI202107310,2021/07/31,PHO01,9,0,1,87,3,polla001,R,farij001,R,kellc002,pujoa001,01,8,3,5,,polla001,,1,0
ARI202108020,2021/08/02,PHO01,2,1,2,16,2,vanmj001,L,desca001,R,poseb001,ahmen001,11,0,0,0,vanmj001,,,1,0
ARI202108040,2021/08/04,PHO01,7,0,2,62,2,crawb001,L,farij001,R,holab001,solad001,10,7,1,6,crawb001,,,1,0
